name,iata,icao,country,lat,lon
Culiacan International Airport,CUL,MMCL,Mexico,24.76454,-107.473999
Cumana Antonio Jose de Sucre Airport,CUM,SVCU,Venezuela,10.45033,-64.130402
Cumbernauld Airport,QGG,EGPG,United Kingdom,55.974815,-3.974562
Cuneo Levaldigi Airport,CUF,LIMZ,Italy,44.547009,7.623217
Cunnamulla Airport,CMA,YCMU,Australia,-28.031389,145.616104
Curitiba Afonso Pena International Airport,CWB,SBCT,Brazil,-25.5284,-49.175701
Curitiba Bacacheri Airport,BFH,SBBI,Brazil,-25.404633,-49.232197
Curtin Airport,DCN,YCIN,Australia,-17.580511,123.828598
Cusco Alejandro Velasco Astete International Airport,CUZ,SPZO,Peru,-13.5357,-71.938698
Cushing Municipal Airport,CUH,KCUH,United States,35.950439,-96.769241
Cut Bank Municipal Airport,CTB,KCTB,United States,48.608349,-112.375999
Cuxhaven Nordholz Airport,FCN,ETMN,Germany,53.7677,8.6585
Cuyo Airport,CYU,RPLO,Philippines,10.8581,121.069
Czestochowa Rudniki Airport,CZW,EPRU,Poland,50.884998,19.2047
Da Lat Lien Khuong Airport,DLI,VVDL,Vietnam,11.75056,108.373611
Da Nang International Airport,DAD,VVDN,Vietnam,16.043909,108.199303
Dabo Airport,SIQ,WIKS,Indonesia,-0.479148,104.57917
Daegu International Airport,TAE,RKTN,South Korea,35.8941,128.658798
Dakar Blaise Diagne International Airport,DSS,GOBD,Senegal,14.671111,-17.066944
Dakar International Airport,DKR,GOOY,Senegal,14.7397,-17.4902
Dakhla Airport,VIL,GMMH,Morocco,23.713333,-15.935
Dalaman Airport,DLM,LTBS,Turkey,36.713051,28.7925
Dalanzadgad Airport,DLZ,ZMDZ,Mongolia,43.608063,104.371773
Dalby Airport,DBY,YDAY,Australia,-27.1553,151.266998
Daleville Cairns Army Airfield,OZR,KOZR,United States,31.277718,-85.71273
Dalgaranga Gold Mine Airport,DGD,YDGA,Australia,-27.830412,117.316521
Dalhart Municipal Airport,DHT,KDHT,United States,36.022579,-102.546997
Dali Airport,DLU,ZPDL,China,25.649401,100.319
Dalian Zhoushuizi International Airport,DLC,ZYTL,China,38.96566,121.538597
Dallas Addison Airport,ADS,KADS,United States,32.959999,-96.830002
Dallas Executive Airport,RBD,KRBD,United States,32.680832,-96.868332
Dallas Fort Worth International Airport,DFW,KDFW,United States,32.89682,-97.037903
Dallas Love Field Airport,DAL,KDAL,United States,32.847111,-96.8517
Dalnegorsk Airport,DHG,UHWG,Russia,44.558117,135.490814
Dalton Municipal Airport,DNN,KDNN,United States,34.723057,-84.870277
Daly River Mission Airport,DVR,YDMN,Australia,-13.750139,130.69426
Daly Waters Airport,DYW,YDLW,Australia,-16.264694,133.383377
Daman Airport,NMB,VADN,India,20.434944,72.843674
Damascus International Airport,DAM,OSDI,Syria,33.410629,36.514259
Dammam King Fahd International Airport,DMM,OEDF,Saudi Arabia,26.471161,49.79789
Damme Airport,QED,EDWC,Germany,52.487595,8.185209
Danbury Municipal Airport,DXR,KDXR,United States,41.371666,-73.482224
Dandong Langtou Airport,DDG,ZYDD,China,40.025551,124.286598
Dang Airport,DNP,VNDG,Nepal,28.111042,82.294563
Dangriga Airport,DGA,MZPB,Belize,16.982389,-88.231003
Danville Boyle County Airport,QDK,KDVK,United States,37.578217,-84.771706
Danville Regional Airport,DAN,KDAN,United States,36.572899,-79.336098
Danville Vermilion Regional Airport,DNV,KDNV,United States,40.197224,-87.596947
Daocheng Yading Airport,DCY,ZUDC,China,29.323055,100.053329
Daqing Sartu Airport,DQA,ZYDQ,China,46.748684,125.139725
Dar-es-Salaam Julius Nyerere International Airport,DAR,HTDA,Tanzania,-6.87811,39.202621
Darbhanga Airport,DBR,VEDH,India,26.194721,85.917503
Dargaville Airport,DGR,NZDA,New Zealand,-35.93911,173.893433
Darnley Island Airport,NLF,YDNI,Australia,-9.579204,143.78035
Daru Airport,DAU,AYDU,Papua New Guinea,-9.08676,143.207993
Darwin International Airport,DRW,YPDN,Australia,-12.414365,130.879883
Dasoguz Airport,TAZ,UTAT,Turkmenistan,41.761101,59.826698
Datia Airport,DPP,VIDT,India,25.654499,78.50695
Datong Yungang Airport,DAT,ZBDT,China,40.055538,113.481361
Dauphin Airport,YDN,CYDN,Canada,51.101315,-100.052948
Davao City Francisco Bangoy International Airport,DVO,RPMD,Philippines,7.125522,125.645699
Davenport Municipal Airport,DVN,KDVN,United States,41.610298,-90.588303
David Enrique Malek International Airport,DAV,MPDA,Panama,8.391003,-82.434898
Davis Plateau Skiway,QAD,AT07,Antarctica,-68.469635,78.790894
Dawadmi Domestic Airport,DWD,OEDW,Saudi Arabia,24.445545,44.1287
Dawei Airport,TVY,VYDW,Myanmar (Burma),14.1,98.199997
Dawson City Airport,YDA,CYDA,Canada,64.043053,-139.127625
Dawson Community Airport,GDV,KGDV,United States,47.13871,-104.806999
Dawson Creek Airport,YDQ,CYDQ,Canada,55.742329,-120.182999
Dayong Zhangjiajie Hehua Airport,DYG,ZGDY,China,29.107121,110.445686
Dayrestan Qeshm Island Airport,GSM,OIKQ,Iran,26.757778,55.905277
Dayton International Airport,DAY,KDAY,United States,39.90237,-84.219299
Dayton Wright Brothers Airport,MGY,KMGY,United States,39.58889,-84.224998
Daytona Beach International Airport,DAB,KDAB,United States,29.185192,-81.060829
Dazhou Jinya Airport,DZH,ZUDA,China,31.047243,107.435455
De Ridder Beauregard Regional Airport,DRI,KDRI,United States,30.829233,-93.337662
Deadhorse Airport,SCC,PASC,United States,70.194748,-148.464996
Deadman's Cay Airport,LGI,MYLD,Bahamas,23.17901,-75.093498
Dease Lake Airport,YDL,CYDL,Canada,58.422218,-130.031998
Deauville Saint Gatien Airport,DOL,LFRG,France,49.363331,0.16
Deblin Airport,QPD,EPDE,Poland,51.551472,21.891415
Debrecen International Airport,DEB,LHDC,Hungary,47.488911,21.61533
Decatur Airport,DEC,KDEC,United States,39.830002,-88.860001
Decatur Municipal Airport,QTU,KLUD,United States,33.254257,-97.580498
Decatur Pryor Field Regional Airport,DCU,KDCU,United States,34.652699,-86.945396
Decimomannu Air Base,DCI,LIED,Italy,39.354088,8.973726
Decorah Municipal Airport,DEH,KDEH,United States,43.275517,-91.739357
Deer Lake Airport,YVZ,CYVZ,Canada,52.653133,-94.05587
Deer Lake Regional Airport,YDF,CYDF,Canada,49.210831,-57.3913
Deering Airport,DRG,PADE,United States,66.071198,-162.759888
Defiance Memorial Airport,DFI,KDFI,United States,41.337502,-84.428825
Dehradun Jolly Grant Airport,DED,VIDN,India,30.18968,78.180252
Dekai Nop Goliat Airport,DEX,WAVD,Indonesia,-4.853996,139.485672
Del Carmin Sayak Airport,IAO,RPNS,Philippines,9.858889,126.013885
Del Rio International Airport,DRT,KDRT,United States,29.374201,-100.927002
Del Rio Laughlin Air Force Base,DLF,KDLF,United States,29.359201,-100.778656
DeLand Municipal Airport,QLD,KDED,United States,29.068205,-81.283318
Delaware Municipal Airport,QSL,KDLZ,United States,40.279354,-83.111938
Delhi Indira Gandhi International Airport,DEL,VIDP,India,28.5665,77.103081
Deline Airport,YWJ,CYWJ,Canada,65.211006,-123.434807
Delingha Airport,HXD,ZLDL,China,37.125,97.268608
Delissaville Airport,DLV,YDLV,Australia,-12.550293,130.686844
Delma Island Airport,ZDY,OMDL,United Arab Emirates,24.508333,52.335278
Delta Municipal Airport,DTA,KDTA,United States,39.385487,-112.502235
Dembidolo Airport,DEM,HADD,Ethiopia,8.552196,34.859032
Deming Municipal Airport,DMN,KDMN,United States,32.262989,-107.721733
Den Helder Airport,DHR,EHKD,Netherlands,52.923351,4.780625
Denham Airport,QKD,EGLD,United Kingdom,51.588451,-0.512884
Deniliquin Airport,DNQ,YDLQ,Australia,-35.558754,144.94664
Denison Municipal Airport,DNS,KDNS,United States,41.98632,-95.380615
Denizli Cardak Airport,DNZ,LTAY,Turkey,37.785561,29.70129
Denpasar Ngurah Rai International Airport,DPS,WADD,Indonesia,-8.74816,115.167099
Denton Enterprise Airport,QQD,KDTO,United States,33.200832,-97.198059
Denver Buckley Space Force Base,BFK,KBKF,United States,39.710163,-104.757965
Denver Centennial Airport,APA,KAPA,United States,39.571236,-104.850883
Denver Colorado Air and Space Port Airport,QNA,KCFO,United States,39.793694,-104.549629
Denver Front Range Airport,QQH,KFTG,United States,39.785278,-104.543053
Denver International Airport,DEN,KDEN,United States,39.858784,-104.673882
Denver Rocky Mountain Metropolitan Airport,BJC,KBJC,United States,39.900002,-105.110001
Deoghar Airport,DGH,VEDO,India,24.446871,86.706619
Deputatskiy Airport,DPT,UEBD,Russia,69.392555,139.89537
Dera Ghazi Khan Airport,DEA,OPDG,Pakistan,29.961,70.485901
Derby Airport,DRB,YDBY,Australia,-17.372028,123.662376
Des Moines International Airport,DSM,KDSM,United States,41.53397,-93.663002
Desroches Airport,DES,FSDR,Seychelles,-5.696658,53.655907
Dessie Kombolcha Airport,DSE,HADC,Ethiopia,11.111111,39.724998
Destin Fort Walton Beach Airport,DSI,KDTS,United States,30.399591,-86.470879
Destin Fort Walton Beach International Airport,VPS,KVPS,United States,30.48333,-86.525299
Detroit Coleman A. Young International Airport,DET,KDET,United States,42.409191,-83.009804
Detroit Lakes Airport,DTL,KDTL,United States,46.826389,-95.886108
Detroit Metropolitan Wayne County Airport,DTW,KDTW,United States,42.21244,-83.353302
Detroit Willow Run Airport,YIP,KYIP,United States,42.23772,-83.529999
Devils Lake Regional Airport,DVL,KDVL,United States,48.113056,-98.907501
Devonport Airport,DPO,YDPO,Australia,-41.169724,146.430283
Dezful Airport,DEF,OIAD,Iran,32.438828,48.384682
Dhaalu Kudahuvadhoo Airport,DDD,VRMU,Maldives,2.667222,72.892776
Dhaka Shahjalal International Airport,DAC,VGHS,Bangladesh,23.84333,90.397781
Dhangadhi Airport,DHI,VNDH,Nepal,28.753332,80.581947
Dharamsala Gaggal Kangra Airport,DHM,VIGG,India,32.165001,76.263
Dharavandhoo Airport,DRV,VRMD,Maldives,5.156091,73.130257
Diamantina Juscelino Kubitschek Airport,DTI,SNDT,Brazil,-18.230534,-43.650387
Dibrugarh Airport,DIB,VEMN,India,27.48385,95.016922
Dickinson Theodore Roosevelt Regional Airport,DIK,KDIK,United States,46.797329,-102.801003
Dien Bien Phu Airport,DIN,VVDB,Vietnam,21.397499,103.008003
Diepholz Air Base,QCD,ETND,Germany,52.585564,8.340962
Dieppe Saint Aubin Airport,DPE,LFAB,France,49.884739,1.080881
Dijon Darois Airport,QFU,LFGI,France,47.385189,4.946841
Dijon Longvic Airport,DIJ,LFSD,France,47.265831,5.095
Dikson Airport,DKS,UODD,Russia,73.517807,80.379669
Dili Presidente Nicolau Lobato International Airport,DIL,WPDL,Timor-Leste (East Timor),-8.54641,125.524803
Dillingham Airport,DLG,PADL,United States,59.044659,-158.505005
Dillon Airport,DLN,KDLN,United States,45.255402,-112.553001
Dillon County Airport,DLL,KDLC,United States,34.449013,-79.368599
Dimapur Airport,DMU,VEMR,India,25.879816,93.772865
Dinard Pleurtuit Saint-Malo Airport,DNR,LFRD,France,48.587769,-2.08
Dipolog Airport,DPL,RPMG,Philippines,8.601389,123.334442
Dire Dawa International Airport,DIR,HADR,Ethiopia,9.6247,41.854198
Dirranbandi Airport,DRN,YDBI,Australia,-28.586632,148.217728
Diu Airport,DIU,VA1P,India,20.716667,70.916664
Divinopolis Airport,DIQ,SNDV,Brazil,-20.1807,-44.870899
Dixie's Camp Airport,QXI,FD83,Antarctica,-83.400002,19.683001
Diyarbakir Airport,DIY,LTCC,Turkey,37.89389,40.201012
Djanet Inedbirene Airport,DJG,DAAJ,Algeria,24.292761,9.452444
Djerba Zarzis International Airport,DJE,DTTJ,Tunisia,33.875031,10.77546
Djibouti Ambouli International Airport,JIB,HDAM,Djibouti,11.54733,43.159481
Dnipro Dnipropetrovsk International Airport,DNK,UKDD,Ukraine,48.35722,35.100552
Dobo Rar Gwamar Airport,DOB,WAPD,Indonesia,-5.77376,134.209427
Docker River Airport,DKV,YDVR,Australia,-24.859524,129.121811
Dodge City Regional Airport,DDC,KDDC,United States,37.763119,-99.965401
Dodoma Airport,DOD,HTDO,Tanzania,-6.17043,35.752571
Doha Hamad International Airport,DOH,OTHH,Qatar,25.272524,51.608604
Doha International Airport,DIA,OTBD,Qatar,25.261059,51.565094
Dolbeau St.Felicien Airport,YDO,CYDO,Canada,48.7785,-72.374954
Dole Jura Airport,DLE,LFGJ,France,47.04277,5.435
Dolpa Airport,DOP,VNDP,Nepal,28.985701,82.819099
Dominica Douglas Charles Airport,DOM,TDPD,Dominica,15.54702,-61.299999
Donaueschingen Villingen Airport,QCO,EDTD,Germany,47.973747,8.52224
Donauworth Heliport,QJD,EDPR,Germany,48.707481,10.769316
Doncaster Sheffield Airport,DSA,EGCN,United Kingdom,53.47472,-1.00444
Donegal Airport,CFN,EIDL,Ireland,55.044189,-8.341
Donetsk Sergey Prokofiev International Airport,DOK,UKCC,Ukraine,48.073608,37.739719
Dong Hoi Airport,VDH,VVDH,Vietnam,17.514999,106.590553
Dongara Airport,DOX,YDRA,Australia,-29.297079,114.927353
Dongying Shengli Airport,DOY,ZSDY,China,37.510277,118.784447
Doomadgee Airport,DMD,YDMG,Australia,-17.940001,138.820007
Dortmund Airport,DTM,EDLW,Germany,51.518311,7.612242
Dothan Regional Airport,DHN,KDHN,United States,31.321329,-85.4496
Douala International Airport,DLA,FKKD,Cameroon,4.006081,9.719481
Douglas Converse County Airport,DGW,KDGW,United States,42.796082,-105.386177
Douglas Municipal Airport,DGL,KDGL,United States,31.343351,-109.503319
Dourados Airport,DOU,SBDO,Brazil,-22.202778,-54.925556
Dover Air Force Base,DOV,KDOV,United States,39.129501,-75.466003
Doylestown Airport,DYL,KDYL,United States,40.333,-75.122299
Drake Bay Airport,DRK,MRDK,Costa Rica,8.718889,-83.639046
Dresden Airport,DRS,EDDC,Germany,51.133728,13.767246
Driggs Reed Memorial Airport,QND,KDIJ,United States,43.742561,-111.097008
Drumduff Airport,DFP,YDDF,Australia,-16.052237,143.013306
Dryden Regional Airport,YHD,CYHD,Canada,49.831661,-92.744102
Drysdale River Airport,DRY,YDRD,Australia,-15.713673,126.381226
Dubai Al Minhad Air Base,NHD,OMDM,United Arab Emirates,25.0268,55.366199
Dubai International Airport,DXB,OMDB,United Arab Emirates,25.252769,55.364441
Dubai World Central International Airport,DWC,OMDW,United Arab Emirates,24.88611,55.172222
Dubbo City Airport,DBO,YSDU,Australia,-32.216599,148.574707
Dublin Airport,DUB,EIDW,Ireland,53.427849,-6.255323
Dublin Baron Field Municipal Airport,DBN,KDBN,United States,32.5644,-82.985298
Dublin New River Valley Airport,PSK,KPSK,United States,37.137222,-80.678612
Dublin Weston Airport,QIW,EIWT,Ireland,53.352337,-6.488054
DuBois Regional Airport,DUJ,KDUJ,United States,41.178169,-78.89875
Dubrovnik Rudjer Boskovic Airport,DBV,LDDU,Croatia,42.561352,18.26824
Dubuque Regional Airport,DBQ,KDBQ,United States,42.400002,-90.699997
Duketon Gold Airport,QBK,YDKG,Australia,-27.601837,122.33577
Dulkaninna Airport,DLK,YDLK,Australia,-29.014538,138.480423
Duluth International Airport,DLH,KDLH,United States,46.841434,-92.183174
Dumaguete City Sibulan Airport,DGT,RPVD,Philippines,9.333714,123.3004
Dumai Pinang Kampai Airport,DUM,WIBD,Indonesia,1.609194,101.433502
Dunbar Airport,DNB,YDBR,Australia,-16.047338,142.394485
Duncan Halliburton Airport,DUC,KDUC,United States,34.472221,-97.959724
Duncan Town Airport,DCT,MYRD,Bahamas,22.181782,-75.729286
Dundee Airport,DND,EGPN,United Kingdom,56.452492,-3.02583
Dundo Airport,DUE,FNDU,Angola,-7.40089,20.818501
Dunedin International Airport,DUD,NZDN,New Zealand,-45.928555,170.198837
Dunhuang Airport,DNH,ZLDH,China,40.16111,94.809158
Dunk Island Airport,DKI,YDKI,Australia,-17.939148,146.14151
Dunkeswell Airport,QKU,EGTU,United Kingdom,50.860638,-3.233885
Dunkirk Chautauqua County Airport,DKK,KDKK,United States,42.492588,-79.273094
Dunsfold Airport,QGD,EGTD,United Kingdom,51.118011,-0.533094
Duqm International Airport,DQM,OODQ,Oman,19.499168,57.641865
Durango International Airport,DGO,MMDO,Mexico,24.124189,-104.528
Durango La Plata County Airport,DRO,KDRO,United States,37.151508,-107.752998
Durant Regional Airport,DUA,KDUA,United States,33.942299,-96.394501
Durazno Santa Bernardina International Airport,DZO,SUDU,Uruguay,-33.35899,-56.499264
Durban King Shaka International Airport,DUR,FALE,South Africa,-29.616667,31.108334
Durban Virginia Airport,VIR,FAVG,South Africa,-29.770599,31.058399
Durgapur Kazi Nazrul Islam Airport,RDP,VEDG,India,23.621389,87.243332
Durham Downs Airport,DHD,YDRH,Australia,-27.07649,141.898514
Durrie Airport,DRR,YDRI,Australia,-25.68469,140.227798
Dushanbe International Airport,DYU,UTDD,Tajikistan,38.543331,68.824997
Dusseldorf Airport,DUS,EDDL,Germany,51.289452,6.766775
Dusseldorf Monchengladbach Airport,MGL,EDLN,Germany,51.23035,6.504494
Duxford Airport,QKQ,EGSU,United Kingdom,52.090683,0.132029
Dyersburg Regional Airport,QTD,KDYR,United States,35.996822,-89.407188
Dysart Airport,DYA,YDYS,Australia,-22.622398,148.36322
Dzaoudzi Pamandzi International Airport,DZA,FMCZ,Mayotte,-12.8066,45.280548
Eagle Airport,EAA,PAEG,United States,64.778168,-141.150497
Eagle County Regional Airport,EGE,KEGE,United States,39.642551,-106.917
Eagle Lake Airport,ELA,KELA,United States,29.598181,-96.321648
Eagle Pass Maverick County Memorial International Airport,EGP,K5T9,United States,28.85709,-100.513
Eagle River Airport,EGV,KEGV,United States,45.929169,-89.265831
Earls Colne Airport,QGR,EGSR,United Kingdom,51.914291,0.682847
Earlton Timiskaming Airport,YXR,CYXR,Canada,47.697742,-79.846527
East Hampton Airport,HTO,KJPX,United States,40.959442,-72.251663
East London Airport,ELS,FAEL,South Africa,-33.0355,27.82593
Eastland Municipal Airport,ETN,KETN,United States,32.4142,-98.809708
Eastmain River Airport,ZEM,CZEM,Canada,52.226849,-78.522507
Easton Airport,ESN,KESN,United States,38.802776,-76.06778
Eastsound Orcas Island Airport,ESD,KORS,United States,48.70816,-122.910591
Eau Claire Chippewa Valley Regional Airport,EAU,KEAU,United States,44.862934,-91.487541
Eberswalde Finow Airport,QEE,EDAV,Germany,52.826389,13.701182
Echuca Airport,ECH,YECH,Australia,-36.1572,144.761993
Eday Airport,EOI,EGED,United Kingdom,59.191422,-2.77168
Edinburgh Airport,EDI,EGPH,United Kingdom,55.950001,-3.3725
Edinburgh RAAF Base,QPE,YPED,Australia,-34.702679,138.61618
Edmonton International Airport,YEG,CYEG,Canada,53.30772,-113.593163
Edremit Balikesir Koca Seyit Airport,EDO,LTFD,Turkey,39.551785,27.009399
Edson Airport,YET,CYET,Canada,53.578918,-116.464844
Edwards Air Force Base,EDW,KEDW,United States,34.905418,-117.883774
Eek Airport,EEK,PAEE,United States,60.213673,-162.043884
Egegik Airport,EGX,PAII,United States,58.186611,-157.378174
Eggenfelden Airport,QCE,EDME,Germany,48.395996,12.721446
Egilsstadir Airport,EGS,BIEG,Iceland,65.283333,-14.4013
Eilat Ramon Airport,ETM,LLER,Israel,29.723694,35.011417
Einasleigh Airport,EIH,YEIN,Australia,-18.503971,144.093765
Eindhoven Airport,EIN,EHEH,Netherlands,51.45013,5.374528
Eirunepe Amaury Feitosa Tomaz Airport,ERN,SWEI,Brazil,-6.639178,-69.879814
Eisenach Kindel Airport,EIB,EDGE,Germany,50.992779,10.472778
Ekati Airport,YOA,CYOA,Canada,64.699448,-110.614441
El Aaiun Hassan Airport,EUN,GMML,Morocco,27.151661,-13.2191
El Alamein International Airport,DBB,HEAL,Egypt,30.924444,28.46139
El Arish International Airport,AAC,HEAR,Egypt,31.04661,33.814857
El Bagre Airport,EBG,SKEB,Colombia,7.59647,-74.808899
El Bayadh Airport,EBH,DAOY,Algeria,33.720837,1.09153
El Bolson Airport,EHL,SAVB,Argentina,-41.944984,-71.532501
El Borma Airport,EBM,DTTR,Tunisia,31.702822,9.25758
El Calafate International Airport,FTE,SAWC,Argentina,-50.2803,-72.053101
El Coca Francisco de Orellana Airport,OCC,SECO,Ecuador,-0.46288,-76.986801
El Dorado Captain Jack Thomas Memorial Airport,EDK,KEQA,United States,37.774628,-96.817787
El Dorado South Arkansas Regional Airport,ELD,KELD,United States,33.22097,-92.813202
El Fasher Airport,ELF,HSFS,Sudan,13.61489,25.32465
El Golea Airport,ELG,DAUE,Algeria,30.57432,2.861646
El Hierro Airport,VDE,GCHI,Spain,27.81484,-17.886999
El Lencero Jalapa Airport,JAL,MMJA,Mexico,19.472221,-96.781944
El Monte San Gabriel Valley Airport,EMT,KEMT,United States,34.085583,-118.035095
El Nido Airport,ENI,RPEN,Philippines,11.2025,119.416115
El Obeid Airport,EBD,HSOB,Sudan,13.15321,30.23267
El Oued Guemar Airport,ELU,DAUO,Algeria,33.511391,6.776794
El Palomar Airport,EPA,SADP,Argentina,-34.610001,-58.612499
El Paso Biggs Field Airport,BIF,KBIF,United States,31.849592,-106.379868
El Paso International Airport,ELP,KELP,United States,31.806374,-106.38858
El Vigia Juan Pablo Perez Alfonso Airport,VIG,SVVG,Venezuela,8.623987,-71.673431
Elazig Airport,EZS,LTCA,Turkey,38.601185,39.290077
Elba Marina di Campo Airport,EBA,LIRJ,Italy,42.760269,10.23944
Elblag Airport,QPQ,EPEL,Poland,54.140789,19.422499
Elcho Island Airport,ELC,YELD,Australia,-12.019817,135.569794
Eldoret International Airport,EDL,HKEL,Kenya,0.404458,35.238918
Elim Airport,ELI,PFEL,United States,64.6147,-162.272003
Elista Airport,ESL,URWI,Russia,46.370594,44.332966
Eliwana Camp Airport,WHB,YEWA,Australia,-22.428272,116.886856
Elizabeth City Regional Airport,ECG,KECG,United States,36.260578,-76.1745
Elizabethtown Regional Airport,EKX,KEKX,United States,37.688889,-85.92778
Elk City Regional Business Airport,ELK,KELK,United States,35.430801,-99.394302
Elkhart Municipal Airport,EKI,KEKM,United States,41.719398,-86.003197
Elko Regional Airport,EKO,KEKO,United States,40.824909,-115.791
Ellensburg Bowers Airport,ELN,KELN,United States,47.033001,-120.530998
Elliot Lake Municipal Airport,YEL,CYEL,Canada,46.351147,-82.559601
Elmira Corning Regional Airport,ELM,KELM,United States,42.16304,-76.895859
Ely Airport,ELY,KELY,United States,39.301945,-114.841942
Ely Municipal Airport,LYU,KELO,United States,47.8251,-91.832108
Emden Airport,EME,EDWE,Germany,53.391178,7.227408
Emerald Airport,EMD,YEML,Australia,-23.570068,148.177841
Emigrant Gap Blue Canyon Nyack Airport,BLU,KBLU,United States,39.274021,-120.709473
Emmen Airport,EML,LSME,Switzerland,47.092381,8.305237
Emmonak Airport,EMK,PAEM,United States,62.78513,-164.490707
Emporia Municipal Airport,EMP,KEMP,United States,38.332066,-96.1912
Encarnacion R.Amin Ayub Gonzalez Airport,ENO,SGEN,Paraguay,-27.225821,-55.837086
Ende H. Hasan Aroeboesman Airport,ENE,WATE,Indonesia,-8.84929,121.660599
Eneabba Airport,ENB,YEEB,Australia,-29.832872,115.246262
Enfidha Hammamet International Airport,NBE,DTNH,Tunisia,36.091946,10.413889
Enid Vance Air Force Base,END,KEND,United States,36.339912,-97.919434
Enid Woodring Regional Airport,WDG,KWDG,United States,36.3792,-97.7911
Ennis Big Sky Airport,QTE,KEKS,United States,45.274384,-111.648827
Enniskillen St. Angelo Airport,ENK,EGAB,United Kingdom,54.39888,-7.65166
Enontekio Airport,ENF,EFET,Finland,68.362579,23.42432
Enschede Twente Airport,ENS,EHTW,Netherlands,52.27441,6.885969
Ensenada Airport,ESE,MMES,Mexico,31.79528,-116.601997
Enshi Xujiaping Airport,ENH,ZHES,China,30.320278,109.485001
Entebbe International Airport,EBB,HUEN,Uganda,0.042386,32.443501
Enterprise Municipal Airport,ETS,KEDN,United States,31.2997,-85.899902
Enugu Akanu Ibiam International Airport,ENU,DNEN,Nigeria,6.474272,7.561961
Ephrata Municipal Airport,EPH,KEPH,United States,47.309227,-119.517326
Epinal Mirecourt Airport,EPL,LFSG,France,48.325001,6.066742
Erbil International Airport,EBL,ORER,Iraq,36.240482,43.946671
Erbogachen Airport,ERG,UIKE,Russia,61.275002,108.029999
Ercan International Airport,ECN,LCEN,Turkey,35.155071,33.502117
Erechim Airport,ERM,SSER,Brazil,-27.663158,-52.272152
Erenhot Saiwusu International Airport,ERL,ZBER,China,43.422501,112.096664
Erfurt Weimar Airport,ERF,EDDE,Germany,50.979809,10.9581
Erie International Airport,ERI,KERI,United States,42.082001,-80.176201
Erie Municipal Airport,QQE,KEIK,United States,40.010277,-105.048058
Ernabella Airport,ERB,YERN,Australia,-26.264994,132.176712
Errachidia Moulay Ali Cherif Airport,ERH,GMFK,Morocco,31.9475,-4.39833
Erzincan Airport,ERC,LTCD,Turkey,39.710201,39.527
Erzurum Airport,ERZ,LTCE,Turkey,39.956501,41.170158
Esbjerg Airport,EBJ,EKEB,Denmark,55.52594,8.553403
Escanaba Delta County Airport,ESC,KESC,United States,45.72266,-87.093697
Eskilstuna Airport,EKT,ESSU,Sweden,59.351101,16.708401
Eskisehir Airport,AOE,LTBY,Turkey,39.809521,30.52833
Eslov Airport,QUM,ESME,Sweden,55.849068,13.32986
Esmeraldas Carlos Concha Torres International Airport,ESM,SEES,Ecuador,0.978519,-79.626602
Espargos Amilcar Cabral International Airport,SID,GVAC,Cape Verde,16.741381,-22.9494
Esperance Airport,EPR,YESP,Australia,-33.68,121.82
Esquel Airport,EQS,SAVE,Argentina,-42.907902,-71.139397
Essaouira Airport,ESU,GMMI,Morocco,31.397499,-9.681667
Essen Mulheim Airport,ESS,EDLE,Germany,51.402328,6.937333
Estevan Airport,YEN,CYEN,Canada,49.20797,-102.959846
Estherville Municipal Airport,EST,KEST,United States,43.407459,-94.746422
Etadunna Airport,ETD,YEDA,Australia,-28.741215,138.589279
Eua Kaufana Airport,EUA,NFTE,Tonga,-21.378,-174.957993
Eucla Airport,EUC,YECL,Australia,-31.707193,128.877411
Eufaula Weedon Field Airport,EUF,KEUF,United States,31.951263,-85.128944
Eugene Airport,EUG,KEUG,United States,44.12458,-123.210999
Eureka Airport,YEU,CYEU,Canada,79.99472,-85.814102
Eureka Murray Field Airport,EKA,KEKA,United States,40.805,-124.114998
Eva Downs Airport,EVD,YEVA,Australia,-18.000774,134.863037
Evans Head Airport,EVH,YEVD,Australia,-29.101456,153.419312
Evanston Uinta County Airport,EVW,KEVW,United States,41.275364,-111.032944
Evansville Regional Airport,EVV,KEVV,United States,38.036991,-87.532303
Eveleth Virginia Municipal Airport,EVM,KEVM,United States,47.426388,-92.495834
Evenes Harstad Narvik Airport,EVE,ENEV,Norway,68.491302,16.678101
Evensk Severo Airport,SWV,UHMW,Russia,61.921665,159.229996
Everett Paine Field,PAE,KPAE,United States,47.9077,-122.282799
Evora Airport,QPV,LPEV,Portugal,38.533463,-7.889648
Evreux Fauville Air Base,EVX,LFOE,France,49.028702,1.21986
Ewer Airport,EWE,WAKG,Indonesia,-5.494589,138.081467
Exeter Airport,EXT,EGTE,United Kingdom,50.73444,-3.41388
Exmouth Airport,EXM,YEXM,Australia,-22.041237,114.102509
Ezhou Huahu Airport,EHU,ZHEC,China,30.341,115.039101
Faaite Airport,FAC,NTKF,French Polynesia,-16.686581,-145.329544
Fagernes Airport,VDB,ENFG,Norway,61.015549,9.288056
Fair Isle Airport,FIE,EGEF,United Kingdom,59.534733,-1.628413
Fairbanks Eielson Air Force Base,EIL,PAEI,United States,64.665436,-147.101166
Fairbanks International Airport,FAI,PAFA,United States,64.815109,-147.856003
